twitterUrl,url,id,text,createdAt
https://twitter.com/chechani_manoj/status/1803169415191843001,https://x.com/chechani_manoj/status/1803169415191843001,1.80E+18,@RailMadad coach no. B1 pnr 2763520572 train no. 20474 lot of unauthorised person boarded in AC coach please help,Tue Jun 18 20:54:24 +0000 2024
https://twitter.com/RailwaySeva/status/1803168782694883593,https://x.com/RailwaySeva/status/1803168782694883593,1.80E+18,@itzshaliini30 @MinstersRailNew @RailmitraaIndia Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 20:51:53 +0000 2024
https://twitter.com/RailwaySeva/status/1803166942095949881,https://x.com/RailwaySeva/status/1803166942095949881,1.80E+18,@HarshSh86285401 Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 20:44:34 +0000 2024
https://twitter.com/RailwaySeva/status/1803166177994350618,https://x.com/RailwaySeva/status/1803166177994350618,1.80E+18,@Manish22it Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh - IRCTC Official,Tue Jun 18 20:41:32 +0000 2024
https://twitter.com/RailwaySeva/status/1803165531060707794,https://x.com/RailwaySeva/status/1803165531060707794,1.80E+18,@hussain62593015 Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 20:38:58 +0000 2024
https://twitter.com/RailwaySeva/status/1803164738614075769,https://x.com/RailwaySeva/status/1803164738614075769,1.80E+18,@SHABABRIZVI7 Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 20:35:49 +0000 2024
https://twitter.com/RailwaySeva/status/1803160571711479934,https://x.com/RailwaySeva/status/1803160571711479934,1.80E+18,@AshutoshManiTi4 @AshwiniVaishnaw @RailMinIndia @narendramodi Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 20:19:16 +0000 2024
https://twitter.com/RailwaySeva/status/1803160447048384817,https://x.com/RailwaySeva/status/1803160447048384817,1.80E+18,@Vikassingh062 Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 20:18:46 +0000 2024
https://twitter.com/RailwaySeva/status/1803159459470123188,https://x.com/RailwaySeva/status/1803159459470123188,1.80E+18,@Janseva_ngo Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 20:14:50 +0000 2024
https://twitter.com/RailwaySeva/status/1803159458866143260,https://x.com/RailwaySeva/status/1803159458866143260,1.80E+18,@hussain62593015 Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 20:14:50 +0000 2024
https://twitter.com/RailwaySeva/status/1803157678837153838,https://x.com/RailwaySeva/status/1803157678837153838,1.80E+18,@MukeshKuma92478 Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 20:07:46 +0000 2024
https://twitter.com/RailwaySeva/status/1803157171028545849,https://x.com/RailwaySeva/status/1803157171028545849,1.80E+18,@Ahtesham1995 Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 20:05:45 +0000 2024
https://twitter.com/RailwaySeva/status/1803156756161503408,https://x.com/RailwaySeva/status/1803156756161503408,1.80E+18,@Anandagrawalbiz Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 20:04:06 +0000 2024
https://twitter.com/RailwaySeva/status/1803155746428952675,https://x.com/RailwaySeva/status/1803155746428952675,1.80E+18,@DataGuyRedux @drmsecunderabad Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 20:00:05 +0000 2024
https://twitter.com/RailwaySeva/status/1803155056109429177,https://x.com/RailwaySeva/status/1803155056109429177,1.80E+18,@JunoonLalit Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 19:57:21 +0000 2024
https://twitter.com/RailwaySeva/status/1803154804618997996,https://x.com/RailwaySeva/status/1803154804618997996,1.80E+18,@AjAjay87791019 Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 19:56:21 +0000 2024
https://twitter.com/RailwaySeva/status/1803154135069683936,https://x.com/RailwaySeva/status/1803154135069683936,1.80E+18,@RakeshNaya64583 We're coordinating with the ground team to assist with your concern. Complaint has been registered on RailMadad and reference no. has been sent through SMS on your mobile no. You may track it via this link https://t.co/5jRBcou3Uh,Tue Jun 18 19:53:41 +0000 2024
https://twitter.com/RailwaySeva/status/1803153705518374967,https://x.com/RailwaySeva/status/1803153705518374967,1.80E+18,@aparagsagar Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 19:51:59 +0000 2024
https://twitter.com/RailwaySeva/status/1803153625956622650,https://x.com/RailwaySeva/status/1803153625956622650,1.80E+18,@mukund_1122 Your complaint has been registered on RailMadad and complaint no. has been sent through SMS on your mobile no. You may track your complaint via this link https://t.co/5jRBcou3Uh,Tue Jun 18 19:51:40 +0000 2024
https://twitter.com/himanshp21/status/1803169503293088004,https://x.com/himanshp21/status/1803169503293088004,1.80E+18,@AshwiniVaishnaw I had a sincere request for you to stop posting about new trains.Please work on the passenger trains like07819 this train is6hr delay. Timing to reach AJU(Arjuni) station is 9:01PM but Right now it's 2:21AM &amp; I'm still waiting for the train to come @RailMinIndia https://t.co/JuPl8vxAbf,Tue Jun 18 20:54:45 +0000 2024
https://twitter.com/Yuvraj0Dixit/status/1803168213334892916,https://x.com/Yuvraj0Dixit/status/1803168213334892916,1.80E+18,@NetaFlixIndia @RailMinIndia,Tue Jun 18 20:49:37 +0000 2024
https://twitter.com/kashif4m2008/status/1803167650044059698,https://x.com/kashif4m2008/status/1803167650044059698,1.80E+18,@drmljn @SrDOM_PRYJ @drm_lko @RailMinIndia @AshwiniVaishnaw train no 12225 standing at the outer of ON Jn. For almost an hour....The train departs from Aishbagh railway station on time but now the train is delayed more than an hour without any cause.....5his is just ridiculous,Tue Jun 18 20:47:23 +0000 2024
https://twitter.com/dipakibc/status/1803163802315501840,https://x.com/dipakibc/status/1803163802315501840,1.80E+18,@jagograhakjago @MIB_India @narendramodi @FinMinIndia @RailMinIndia @LalanSingh_1 https://t.co/iBmcGZjSpM,Tue Jun 18 20:32:06 +0000 2024
https://twitter.com/Mimosaspeaks/status/1803163751870505220,https://x.com/Mimosaspeaks/status/1803163751870505220,1.80E+18,So it takes the death of the masses for the @RailMinIndia to wake up to the vacancies in railways. Yet you haven't had your learnings. Just 18k posts against 3 lakh vacancies. Either increase the vacancies or make the recruitment annual. @PMOIndia @AshwiniVaishnaw #TrainAccident,Tue Jun 18 20:31:54 +0000 2024
https://twitter.com/ravindersolar/status/1803163236172505255,https://x.com/ravindersolar/status/1803163236172505255,1.80E+18,@JPNadda @BJP4India Repeated collisions need more than sympathy. A lopsided focus ails  the system. Common lines with Speed differentials leading to  shortcuts. Segregation of goods and passenger lines and high speed lines is a must . A refocus of investments  is needed .@RailMinIndia @PMOIndia,Tue Jun 18 20:29:51 +0000 2024
https://twitter.com/Mimosaspeaks/status/1803162885713207452,https://x.com/Mimosaspeaks/status/1803162885713207452,1.80E+18,"Yes, bring back railway vacancies via Engineering Services Exam and RRB Senior section engineers. It's now become matter of life and death. Wake up Sirs!! @PMOIndia @narendramodi @AshwiniVaishnaw  @RailMinIndia #TrainAccident",Tue Jun 18 20:28:27 +0000 2024
https://twitter.com/drmbikaner/status/1803162574055415914,https://x.com/drmbikaner/status/1803162574055415914,1.80E+18,"@SudheerPoonia10 @IRCTCofficial @IndianRailMedia @AshwiniVaishnaw @RailMinIndia light at night from RSEB (Rajasthan State Electricity Board), the lights were not lit at Rampura Beri station. The lights were switched on when the supply came from RSEB. We wish you a pleasant, safe and auspicious journey. Thank you.",Tue Jun 18 20:27:13 +0000 2024
https://twitter.com/drmbikaner/status/1803162477267656783,https://x.com/drmbikaner/status/1803162477267656783,1.80E+18,"@SudheerPoonia10 @IRCTCofficial @IndianRailMedia @AshwiniVaishnaw @RailMinIndia Sir, sorry for the inconvenience caused to you. The passenger did not complain about all the platform lights being switched off at Rampura Beri station. On enquiring from the concerned station master, it was found that all the lights are in working condition but due to lack of",Tue Jun 18 20:26:50 +0000 2024
https://twitter.com/rupon_sinha/status/1803162166482313252,https://x.com/rupon_sinha/status/1803162166482313252,1.80E+18,"@RailMinIndia @RailwaySeva  such an useless and pathetic response from railway telling  waiting rooms has been given to private, only to see they are closed at night",Tue Jun 18 20:25:36 +0000 2024
https://twitter.com/parthxpandey/status/1803162081329582285,https://x.com/parthxpandey/status/1803162081329582285,1.80E+18,@rewardingspends @IRCTCofficial @RailMinIndia paytm provides cancellations refund for some extra fee which is relatively lesser than these prices,Tue Jun 18 20:25:15 +0000 2024
